"","osm_id","longitude","latitude","n_students"
"613",7225458214,36.9535135,-1.2630805,30
"614",7226694041,36.9460124,-1.2718335,19
"615",7226694042,36.9468312,-1.2720914,45
"616",7226694043,36.946857,-1.2721172,77
"617",7226694044,36.9470549,-1.2727149,78
"618",7226694045,36.9473796,-1.2736393,68
"619",7226694046,36.9467323,-1.2738629,4
"620",7226694047,36.9465431,-1.2733491,79
"621",7226694048,36.9459066,-1.2735168,77
"622",7226694049,36.9457324,-1.2729858,28
"623",7226694050,36.945741,-1.272917,20
"624",7226694051,36.945913,-1.2722376,31
"625",7226694052,36.9461014,-1.2717926,31
"626",7685658174,36.9433435,-1.2735774,73
"627",7685658175,36.9432572,-1.2736175,18
"628",7685658176,36.9432326,-1.273562,82
"629",7685658177,36.9428043,-1.2737284,13
"630",7685658178,36.9428413,-1.2737992,7
"631",7685658179,36.9425917,-1.2739224,53
"632",7685658180,36.9426903,-1.2741689,15
"633",7685658181,36.9427993,-1.2744456,23
"634",7685658182,36.9435602,-1.2740953,27
"635",7685658183,36.9435284,-1.2740564,27
"636",8168673391,36.9039225,-1.3043698,83
"637",8394921588,36.9031297,-1.2846009,93
"638",9047517568,36.9010334,-1.2873249,14
"639",9047517569,36.900088,-1.2875528,64
"640",9047517570,36.9012192,-1.287945,86
"641",9047517571,36.9011592,-1.2878521,28
"642",9732361687,36.9730845,-1.2846792,31
"643",9732361688,36.9736467,-1.284469,68
"644",9732361689,36.9738248,-1.2849431,36
"645",9732361690,36.9737754,-1.2849838,22
"646",9732361691,36.9737518,-1.2850653,24
"647",9732361692,36.9732948,-1.2852284,53
"648",9756961176,36.9491172,-1.265108,38
"649",9763778099,36.9467077,-1.2735582,3
"650",9763778128,36.9463932,-1.2734241,35
"651",9763778129,36.9462289,-1.2734415,56
"652",9769495428,36.9530544,-1.2630123,36
"653",9800781652,36.9676802,-1.2783567,29
"654",9800959214,36.8952723,-1.2961997,99
"655",9873760268,36.9493354,-1.2650801,61
"656",9873760269,36.9491348,-1.2651547,59
"657",10742573430,36.9582001,-1.2766854,61
"658",10742573431,36.957161,-1.276527,6
"659",10742573432,36.9570404,-1.2764776,42
"660",10742573433,36.9570048,-1.2764294,23
"661",10742573434,36.9569807,-1.2763892,35
"662",10742573435,36.9563065,-1.2746531,1
"663",10742573436,36.9581339,-1.2740023,81
"664",10742573437,36.9584554,-1.2747602,56
"665",10742573438,36.9584452,-1.2749643,2
"666",10742573439,36.9582593,-1.2763244,4
"667",10997396505,36.9699524,-1.2829694,96
"668",11005644006,36.9730012,-1.2884689,53
"669",11007740435,36.9658167,-1.2839826,13
"670",11373332527,36.9612353,-1.2664738,87
"671",11373332528,36.9617359,-1.2664877,5
"672",11373332529,36.9617128,-1.2668465,76
"673",11373332530,36.9608651,-1.2664335,52
"674",11373332531,36.9608943,-1.2660433,95
"675",11373332532,36.9612586,-1.2660578,74
"676",11397886984,36.9578358,-1.2766299,33
"677",11656242412,36.9470505,-1.272702,46
"678",1431696789,36.8910743,-1.2516245,58
"679",1732933774,36.894836,-1.2443813,24
"680",1732933794,36.8955169,-1.2451768,41
"681",1732933810,36.8928127,-1.2514791,94
"682",1732933828,36.8939547,-1.2462469,91
"683",1732933843,36.8944814,-1.2461267,92
"684",1736275869,36.8879825,-1.2528073,43
"685",1736275875,36.886533,-1.2549452,9
"686",1736275924,36.8870507,-1.2513745,98
"687",1736275928,36.8870077,-1.2547047,77
"688",1736275941,36.8872596,-1.25185,80
"689",1828380624,36.8860947,-1.2533801,60
"690",1828380626,36.8861659,-1.2534438,19
"691",1828380631,36.8862538,-1.2535228,48
"692",1828380633,36.8863262,-1.2535848,31
"693",1828380638,36.8864297,-1.2536604,26
"694",1828380642,36.8865077,-1.2537286,95
"695",1828380644,36.8857286,-1.2537894,62
"696",1828380647,36.8857998,-1.253853,84
"697",1828380648,36.8862468,-1.2538692,64
"698",1828380651,36.8863248,-1.2539374,80
"699",1828380652,36.8859007,-1.253935,69
"700",1828380654,36.8859731,-1.253997,44
"701",2405798451,36.8854048,-1.2467295,38
"702",2405823263,36.8828058,-1.2475744,29
"703",2405823266,36.8847138,-1.246735,11
"704",2405823267,36.8834469,-1.2493719,68
"705",2405823274,36.8832957,-1.2491174,79
"706",2405823276,36.8837826,-1.2477589,96
"707",2405823277,36.882797,-1.24909,93
"708",2405823281,36.8832226,-1.2492659,67
"709",2405823282,36.883332,-1.2483545,49
"710",2405823293,36.8843427,-1.2480206,35
"711",2405823301,36.8838064,-1.2488282,23
"712",2405823307,36.8823802,-1.2482735,15
"713",2405823308,36.8863152,-1.2473307,85
"714",2405823310,36.8832479,-1.2492248,98
"715",2405823311,36.8834197,-1.2472963,70
"716",2405836217,36.90472,-1.2373464,53
"717",2405836230,36.897019,-1.2427169,87
"718",2405836259,36.899809,-1.2398798,30
"719",2405836287,36.9003444,-1.2394036,73
"720",2405836303,36.9024063,-1.2381446,83
"721",2405836314,36.8990552,-1.2412349,56
"722",2405836318,36.8975498,-1.2411407,6
"723",2405854914,36.8795913,-1.2482795,57
"724",2405854917,36.8806175,-1.2485922,23
"725",2405854923,36.8807307,-1.2474097,0
"726",2405854927,36.8781451,-1.2487252,73
"727",3723143870,36.8954826,-1.2453521,51
"728",3723143872,36.8921506,-1.2520697,9
"729",3723143874,36.8879593,-1.2526473,75
"730",3723143878,36.8882147,-1.250659,49
"731",3723143885,36.8877153,-1.252722,66
"732",3723143886,36.8867207,-1.2524043,82
"733",3723143887,36.8870272,-1.2514339,39
"734",3723143888,36.8884618,-1.2538143,8
"735",3723143901,36.8925174,-1.2509239,95
"736",3723143909,36.8871337,-1.2546094,24
"737",3723143914,36.886063,-1.2560343,43
"738",3723143918,36.887206,-1.2510963,93
"739",3723143919,36.88773,-1.251709,34
"740",3723146937,36.8905628,-1.2527145,41
"741",3723146939,36.8860658,-1.2568256,68
"742",3723146943,36.8879695,-1.2533934,26
"743",3723147503,36.8888469,-1.253538,34
"744",3723147504,36.8888044,-1.2518246,95
"745",3723147508,36.8873422,-1.2519049,98
"746",3723147509,36.8875784,-1.2523028,100
"747",3723147510,36.8949658,-1.2461857,61
"748",5520034968,36.8868797,-1.2546384,93
"749",6445077911,36.8782733,-1.2564269,66
"750",9166914517,36.8781304,-1.2564397,27
"751",9166926918,36.8785292,-1.2573253,7
"752",9166926919,36.8781492,-1.2574872,53
"753",9166960717,36.8783474,-1.2586393,82
"754",9166969517,36.8784302,-1.2587324,48
"755",9166997017,36.8782791,-1.2592576,14
"756",9167044817,36.8784574,-1.2593183,18
"757",878845707,36.8806019,-1.3197715,0
"758",878845809,36.8838666,-1.3213122,37
"759",878845990,36.8852817,-1.3216634,79
"760",878846125,36.8845538,-1.3198522,91
"761",878846126,36.8842216,-1.3209899,59
"762",878846167,36.8844735,-1.3186966,76
"763",878846209,36.8874341,-1.3188699,25
"764",878846630,36.8802781,-1.3113841,75
"765",878846662,36.8823681,-1.318188,89
"766",878846740,36.8819918,-1.317545,78
"767",878847332,36.8866539,-1.316454,48
"768",878847346,36.8869166,-1.3162564,34
"769",878847369,36.8874314,-1.3175371,93
"770",878847386,36.8871686,-1.3161301,41
"771",878847413,36.8879411,-1.3176332,80
"772",914492927,36.8762149,-1.3226533,75
"773",914492934,36.885315,-1.3210458,79
"774",914492943,36.8642818,-1.3147141,50
"775",914492966,36.8720711,-1.3154048,83
"776",914492968,36.8733399,-1.3149204,67
"777",914492969,36.8772212,-1.3174862,80
"778",949597323,36.8847685,-1.3147694,63
"779",949597326,36.8804355,-1.3129094,35
"780",949597371,36.8756675,-1.3190444,91
"781",949597383,36.8781585,-1.3153244,36
"782",949597387,36.874573,-1.310619,89
"783",949597395,36.887218,-1.3091534,45
"784",949597408,36.8778032,-1.3135775,62
"785",949597417,36.8646388,-1.3127173,54
"786",949597418,36.8710145,-1.3181964,49
"787",949597436,36.8630705,-1.3142104,100
"788",949597464,36.879785,-1.3176413,59
"789",949597470,36.869993,-1.3134614,77
"790",949597481,36.8814545,-1.3167214,21
"791",949597490,36.8840665,-1.3143814,6
"792",949597540,36.8803795,-1.3091984,5
"793",949597571,36.8839375,-1.3147174,45
"794",949597588,36.8857793,-1.3144112,65
"795",949597642,36.880468,-1.3146116,29
"796",949597654,36.8741897,-1.3109533,18
"797",949597665,36.8708679,-1.3141886,82
"798",949597793,36.8779425,-1.3157634,12
"799",949597840,36.8702678,-1.314593,17
"800",949597859,36.8837255,-1.3135684,83
"801",949597877,36.8643204,-1.3127147,47
"802",949597915,36.8763687,-1.3179735,62
"803",949598047,36.8696115,-1.3134514,47
"804",949598062,36.8697105,-1.3155434,36
"805",949598078,36.8865885,-1.3210874,5
"806",949598134,36.8818303,-1.3137932,35
"807",949598174,36.8779945,-1.3096714,79
"808",949598184,36.8785045,-1.3095084,40
"809",949598187,36.8856095,-1.3083784,36
"810",949598230,36.8851101,-1.3201547,67
"811",1417861297,36.8804793,-1.321026,29
"812",1417861316,36.8852208,-1.3209791,87
"813",1417861344,36.8799938,-1.3177969,22
"814",1417861353,36.8784611,-1.3209036,20
"815",1417918709,36.8846118,-1.3140288,22
"816",1417918710,36.8844618,-1.3181308,47
"817",1417918723,36.885061,-1.3167323,65
"818",1417918725,36.8839072,-1.3155359,61
"819",1419004968,36.8860774,-1.315331,85
"820",1419004980,36.8885008,-1.3187624,11
"821",1419004982,36.8874633,-1.3185183,80
"822",1419004987,36.886462,-1.3172595,76
"823",1419004996,36.8874022,-1.3181379,46
"824",1419004998,36.8866364,-1.3193478,43
"825",1419005003,36.8881999,-1.3174558,45
"826",1419005005,36.8869456,-1.3175347,25
"827",1419005020,36.8874661,-1.3184093,29
"828",1419101736,36.8905388,-1.3249444,18
"829",1419101739,36.8897133,-1.3260066,8
"830",1419101747,36.8862681,-1.3195023,12
"831",1419101752,36.8892656,-1.3220051,79
"832",1419101759,36.8872401,-1.3209807,58
"833",1419101766,36.891012,-1.3253818,33
"834",1419101770,36.8900109,-1.3249758,22
"835",1419101780,36.8898059,-1.3232733,98
"836",1432507879,36.8746183,-1.3135862,54
"837",1432507881,36.8745641,-1.3148608,0
"838",1432508029,36.8755182,-1.3194658,23
"839",1432508031,36.8743158,-1.3171152,0
"840",1432508044,36.8728266,-1.3151046,32
"841",1437347777,36.8715751,-1.3173637,6
"842",1437347918,36.8751022,-1.3161542,88
"843",1446059177,36.8757668,-1.3111346,2
"844",1446059238,36.877937,-1.3094065,90
"845",1446059289,36.8763017,-1.3112795,34
"846",1453973030,36.8494452,-1.3150346,75
"847",1535001252,36.8691785,-1.3161024,3
"848",1606496690,36.8737569,-1.3156397,5
"849",1606496706,36.8743104,-1.3160213,71
"850",1606496714,36.8733809,-1.3161441,40
"851",1606496725,36.8739401,-1.3165445,21
"852",1677041835,36.8554493,-1.3148042,89
"853",1677041839,36.8546704,-1.3155072,6
"854",1677041841,36.855644,-1.3155793,34
"855",1677041843,36.85515,-1.3157343,54
"856",1677041845,36.8546848,-1.315792,87
"857",1678061748,36.855049,-1.3148979,47
"858",1678079270,36.8616247,-1.3147317,41
"859",1678079289,36.8621555,-1.3144763,96
"860",1678174277,36.8703476,-1.3135201,86
"861",1678174281,36.869927,-1.313724,45
"862",1678174284,36.8702985,-1.3137815,61
"863",1683106442,36.8801896,-1.3150942,44
"864",1683193039,36.8761434,-1.3220849,14
"865",1999653256,36.8714514,-1.3133703,41
"866",1999709935,36.8802497,-1.3113527,89
"867",1999709958,36.8751416,-1.3117663,61
"868",2001268209,36.8826446,-1.3157406,85
"869",2001268234,36.8806391,-1.3195258,22
"870",2001268239,36.8787627,-1.3200522,36
"871",2001268303,36.8778224,-1.3170616,26
"872",2001268317,36.8857294,-1.3218361,31
"873",2001268349,36.8854413,-1.3142414,5
"874",2001268352,36.8770925,-1.3192476,94
"875",2145391058,36.8479871,-1.3176335,63
"876",2490510044,36.8943098,-1.313633,15
"877",2490510048,36.8946021,-1.3141318,12
"878",2608955095,36.8481573,-1.3174127,57
"879",2608955096,36.8483097,-1.3174617,60
"880",2608955097,36.848035,-1.3176305,91
"881",2608955098,36.8479371,-1.3175172,2
"882",5704554335,36.8654894,-1.3118618,80
"883",5704643042,36.8760093,-1.311354,8
"884",6013116535,36.8699569,-1.3135772,99
"885",8048710128,36.848115,-1.3173637,38
"886",8048710129,36.8482204,-1.3173583,57
"887",8048710130,36.8482258,-1.3175341,89
"888",8048710131,36.848192,-1.317495,60
"889",550105831,36.8956499,-1.2774597,84
"890",3723143857,36.8852535,-1.2594887,64
"891",9169178418,36.8785766,-1.260379,57
"892",282407449,36.8461735,-1.2782533,65
"893",282407456,36.8457428,-1.2756986,41
"894",1038103774,36.8577145,-1.2654596,75
"895",1038103776,36.860349,-1.2624566,89
"896",1038103794,36.8581054,-1.2652147,93
"897",1038193564,36.8520017,-1.2645743,60
"898",1038202744,36.8592841,-1.2622761,42
"899",1101714916,36.8463639,-1.2647801,46
"900",1101714918,36.846503,-1.2647805,72
"901",1101714939,36.8463859,-1.2648891,96
"902",1101714948,36.8469345,-1.264564,90
"903",1101714950,36.847018,-1.2644193,24
"904",1101714955,36.8470842,-1.2647479,59
"905",1101714961,36.8461509,-1.2649364,35
"906",1101714968,36.8464784,-1.2646583,18
"907",1101714977,36.8462654,-1.2647999,7
"908",1101714980,36.8467361,-1.2647336,33
"909",1101714991,36.846711,-1.264609,25
"910",1101714999,36.8469759,-1.2647696,71
"911",1101715001,36.8460846,-1.2646071,4
"912",1101715005,36.8462463,-1.264705,72
"913",1103092195,36.8626607,-1.261091,25
"914",1103092371,36.862644,-1.2614051,23
"915",1103092451,36.8622628,-1.2610939,13
"916",1110239839,36.8434362,-1.2658062,78
"917",1110239854,36.8450669,-1.2657407,83
"918",1110239856,36.8451595,-1.2653022,42
"919",1110239861,36.8460009,-1.2657006,15
"920",1112885024,36.8622156,-1.2629153,87
"921",1123201114,36.8694751,-1.2591174,82
"922",1124611713,36.8692162,-1.2601653,84
"923",1124611721,36.8709196,-1.2593934,47
"924",1124611728,36.8701449,-1.2601512,34
"925",1124611729,36.8724877,-1.2595176,15
"926",1124611745,36.8693182,-1.2601969,93
"927",1124611751,36.8702936,-1.259485,14
"928",1124611773,36.8710772,-1.2602356,75
"929",1124611779,36.8707009,-1.2602074,42
"930",1124611787,36.8723933,-1.2595682,80
"931",1124611829,36.8711477,-1.2593941,15
"932",1124611832,36.8712963,-1.2602163,4
"933",1124611868,36.8712014,-1.2593587,24
"934",1124611878,36.8700955,-1.2595287,16
"935",1124611902,36.8697122,-1.2601266,29
"936",1124611908,36.8699237,-1.2601273,69
"937",1124611913,36.8719852,-1.2598299,38
"938",1124611920,36.871743,-1.2599959,87
"939",1124611926,36.8697806,-1.2595617,76
"940",1124611941,36.8690996,-1.2597625,43
"941",1124611945,36.8710298,-1.2593962,66
"942",1124611953,36.8714927,-1.2601253,21
"943",1124711892,36.875171,-1.2621334,97
"944",1124711917,36.8752129,-1.2607972,54
"945",1124711921,36.876835,-1.2623861,55
"946",1124711961,36.8769072,-1.2608956,25
"947",2105375801,36.8711839,-1.2602437,85
"948",2105460696,36.847309,-1.2664217,97
"949",2361262486,36.8717707,-1.2640898,85
"950",2361262488,36.8727041,-1.2639021,82
"951",2361262490,36.8725271,-1.2638431,26
"952",2361262492,36.8714864,-1.2640415,14
"953",2361262494,36.8729079,-1.2642292,20
"954",2361262496,36.872468,-1.2641112,25
"955",2361262498,36.8713362,-1.2639986,32
"956",2361262500,36.8713791,-1.2638216,70
"957",2361262502,36.8726075,-1.2643204,50
"958",2361262504,36.8711323,-1.263768,37
"959",2361262506,36.8714327,-1.2636017,92
"960",2361262508,36.8714756,-1.2640898,77
"961",2361262510,36.8722159,-1.2640576,55
"962",2361262511,36.8725914,-1.2643579,100
"963",2361262514,36.8724627,-1.2642882,5
"964",2361262516,36.8724573,-1.2643365,90
"965",2361262518,36.8728704,-1.2643847,8
"966",2361262520,36.8715883,-1.2636446,79
"967",2361262521,36.8715454,-1.2638699,22
"968",2361262523,36.8713362,-1.2640522,5
"969",2361262525,36.872173,-1.2642131,91
"970",2361262527,36.8726612,-1.2641488,84
"971",2361262529,36.8718029,-1.263945,5
"972",2361262531,36.871084,-1.263945,28
"973",2374943971,36.861983,-1.2616417,54
"974",4454756893,36.8527113,-1.2652968,73
"975",4454756894,36.8541903,-1.2643702,41
"976",4454756895,36.852418,-1.2658491,55
"977",4454756896,36.8537117,-1.265587,99
"978",4454756897,36.8529678,-1.2650117,12
"979",4456606596,36.8615596,-1.2626345,17
"980",4456606815,36.8614925,-1.2627787,21
"981",4456611009,36.8622982,-1.2632395,35
"982",4457506593,36.8622051,-1.2632369,47
"983",4457507291,36.8574343,-1.2652951,12
"984",4457550090,36.8615767,-1.2625933,82
"985",4457763959,36.8581427,-1.2652692,87
"986",4461458485,36.8566209,-1.2654883,69
"987",4461458486,36.8503226,-1.2651838,66
"988",4461458487,36.8562392,-1.2651587,72
"989",4461458488,36.8520361,-1.2656861,70
"990",4461496406,36.8638628,-1.2612235,89
"991",4461510623,36.860148,-1.2630946,33
"992",4461519044,36.8517385,-1.2651198,61
"993",4462892677,36.8594739,-1.2643407,95
"994",4464601890,36.8594299,-1.264352,30
"995",4464622786,36.8573878,-1.2636017,73
"996",4464711189,36.8630184,-1.2626854,31
"997",4465952472,36.860592,-1.2638977,58
"998",4465955077,36.8582478,-1.2636033,54
"999",4467499562,36.8579958,-1.2636842,70
"1000",4472311597,36.8590236,-1.2626872,47
"1001",5475170861,36.8415886,-1.2817154,71
"1002",5475170862,36.8409832,-1.2818885,76
"1003",5475170863,36.8406635,-1.2819418,14
"1004",5886553885,36.8762149,-1.26264,87
"1005",6445077889,36.862601,-1.261205,7
"1006",6445077891,36.862532,-1.26123,95
"1007",6445077893,36.863969,-1.261335,58
"1008",6445077901,36.8631403,-1.2614152,62
"1009",6445077905,36.8701237,-1.2599802,4
"1010",6445077914,36.8471008,-1.2646117,19
"1011",6445077915,36.8455018,-1.2655958,25
"1012",6445081192,36.86018,-1.2634978,87
"1013",6445081197,36.8685089,-1.2599079,30
"1014",6445081205,36.8684065,-1.2591721,72
"1015",6445081219,36.870719,-1.259225,61
"1016",6445081220,36.8760352,-1.2603145,19
"1017",6445081224,36.8715756,-1.259848,37
"1018",6445111391,36.8684094,-1.2592801,17
"1019",6445111394,36.866867,-1.259647,86
"1020",6445111396,36.866742,-1.2610385,78
"1021",6445111397,36.8665046,-1.2602932,14
"1022",6445111398,36.8653216,-1.2611937,96
"1023",6445111402,36.865695,-1.260425,21
"1024",6445111406,36.8684257,-1.2599623,50
"1025",6445111411,36.8747639,-1.2615506,33
"1026",6445111413,36.8503271,-1.2645918,98
"1027",6445111415,36.853685,-1.265828,35
"1028",6445111416,36.846095,-1.266173,44
"1029",6445111417,36.845724,-1.264906,29
"1030",6445111419,36.853114,-1.265155,29
"1031",6445111420,36.8495417,-1.2646045,99
"1032",6445111421,36.8453607,-1.2657696,41
"1033",6445111422,36.8521418,-1.2653827,53
"1034",6445129687,36.8666936,-1.2611456,68
"1035",6445129688,36.865724,-1.261553,44
"1036",6445129690,36.8459172,-1.2665386,62
"1037",6445132385,36.86281,-1.262259,67
"1038",6445132389,36.875701,-1.261187,83
"1039",6445132390,36.8767159,-1.261179,98
"1040",6445137985,36.850221,-1.265278,64
"1041",6445138085,36.8448054,-1.265717,93
"1042",6583228985,36.8719796,-1.2639899,23
"1043",8128702910,36.8436533,-1.266115,37
"1044",8128746631,36.8437083,-1.2661133,91
"1045",8128822739,36.8452517,-1.26476,92
"1046",8128866092,36.8454517,-1.2650483,27
"1047",8128894421,36.84471,-1.265145,75
"1048",8128906911,36.8448133,-1.2653767,41
"1049",8129000931,36.8456817,-1.26573,9
"1050",8129001741,36.845745,-1.2657917,2
"1051",8157561205,36.85158,-1.2659517,0
"1052",8157631065,36.8528817,-1.2654083,14
"1053",8157725956,36.8543475,-1.2644056,100
"1054",8157770298,36.85482,-1.2636633,74
"1055",8157780961,36.85476,-1.263725,4
"1056",8184260965,36.86217,-1.2615667,78
"1057",8184322538,36.8592301,-1.2626668,75
"1058",8184322539,36.8586833,-1.2636783,24
"1059",9134752817,36.8433987,-1.266575,6
"1060",9134851417,36.8442704,-1.2654978,22
"1061",9134893317,36.8442388,-1.2654689,73
"1062",9134936917,36.8446737,-1.2656664,64
"1063",9137254518,36.8492033,-1.2659769,2
"1064",9137409517,36.849152,-1.2657329,70
"1065",9137438617,36.8529783,-1.2650117,46
"1066",9137549717,36.8583802,-1.2653815,61
"1067",9151258417,36.8631108,-1.2627293,47
"1068",9154240767,36.8467103,-1.2682178,28
"1069",9154422598,36.8466745,-1.2677687,97
"1070",9154643490,36.8453317,-1.2649085,8
"1071",9154742397,36.8468203,-1.2647137,77
"1072",9154949209,36.8460547,-1.2653755,37
"1073",9157423748,36.85216,-1.2637707,93
"1074",9157462997,36.8444895,-1.2662769,25
"1075",9157510917,36.8675017,-1.2604034,3
"1076",9157526117,36.8675616,-1.2603827,22
"1077",9157611045,36.8521785,-1.2653475,42
"1078",9157650731,36.8535995,-1.2646641,70
"1079",9157734217,36.8704429,-1.2604285,73
"1080",9160478755,36.8502829,-1.2651517,47
"1081",9160854674,36.8547128,-1.2655251,44
"1082",9160876505,36.8539793,-1.2654408,90
"1083",9161134707,36.8553081,-1.2637954,81
"1084",9162822140,36.8562896,-1.2645314,50
"1085",9163117746,36.8667437,-1.2610967,40
"1086",9163166531,36.8663542,-1.2603653,87
"1087",9163195733,36.8658474,-1.2601417,84
"1088",9163285495,36.8675667,-1.2610095,42
"1089",9163316047,36.8681472,-1.2605098,87
"1090",9163324818,36.8684206,-1.2611393,43
"1091",9163361080,36.8681314,-1.2604153,92
"1092",9163367046,36.8683977,-1.2603879,32
"1093",9163373603,36.8693873,-1.2592606,1
"1094",9163394709,36.8681242,-1.2598504,44
"1095",9163404480,36.8680851,-1.2597876,29
"1096",9163860973,36.8573468,-1.2654681,13
"1097",9163867300,36.8570264,-1.2645934,14
"1098",9163900981,36.8573067,-1.2654199,77
"1099",9163908895,36.8604569,-1.2639244,51
"1100",9163975211,36.8606675,-1.2638364,61
"1101",9167876768,36.860209,-1.2624123,30
"1102",9168605551,36.8607373,-1.2621657,71
"1103",9168657279,36.8619074,-1.2616048,37
"1104",9169137017,36.8756855,-1.2602491,48
"1105",9169143617,36.8755221,-1.2602973,99
"1106",9169169217,36.8754679,-1.260949,67
"1107",9169179517,36.8754178,-1.2614085,13
"1108",9169505385,36.864315,-1.2628247,87
"1109",9169559604,36.864027,-1.261425,79
"1110",9169559923,36.8639798,-1.2614537,33
"1111",9170670413,36.8632975,-1.2615771,31
"1112",9170724851,36.8626335,-1.2610989,64
"1113",9173898977,36.8560102,-1.263632,27
"1114",10537647337,36.8456982,-1.2757057,92
"1115",10537647338,36.8456488,-1.2757434,18
"1116",10537647340,36.8459383,-1.2773454,47
"1117",10537647345,36.8473529,-1.2766006,83
"1118",10537647346,36.8473443,-1.2763346,65
"1119",10537647350,36.845628,-1.275794,12
"1120",10537647351,36.8456501,-1.2759249,97
"1121",10537647365,36.8480605,-1.2775808,96
"1122",10537647366,36.8489673,-1.2775641,20
"1123",10537647377,36.8479193,-1.2769662,17
"1124",11138588986,36.8410935,-1.2813156,25
"1125",11138588987,36.8425665,-1.2812419,5
"1126",11153601399,36.8487751,-1.2767768,95
"1127",11236747235,36.8484472,-1.2775165,17
"1128",11236747236,36.8484774,-1.2776681,66
"1129",11236747237,36.8473704,-1.2764121,60
"1130",11236747238,36.8479864,-1.2779356,92
"1131",11236747239,36.8469358,-1.2781253,66
"1132",11236747240,36.8473121,-1.2770828,50
"1133",11236747241,36.8478093,-1.2769898,20
"1134",11236747244,36.8486106,-1.2761509,61
"1135",11236747245,36.8477782,-1.2763549,66
"1136",11236747288,36.8459544,-1.2774074,21
"1137",11676247114,36.8485173,-1.2761738,7
"1138",734051761,37.0400901,-1.273245,9
"1139",1875584928,36.9181225,-1.221709,61
"1140",2647292117,36.8947265,-1.2298097,81
"1141",2647292119,36.8979608,-1.2289085,27
"1142",2647292122,36.8976269,-1.2255669,66
"1143",2647292124,36.8931115,-1.2258196,84
"1144",4194272066,36.8978223,-1.2276291,57
"1145",5039111574,36.9547141,-1.257501,47
"1146",5039111575,36.9547462,-1.2575653,75
"1147",5039111576,36.9548777,-1.2579139,87
"1148",5039111583,36.9566506,-1.257918,84
"1149",5039111584,36.9567043,-1.2575801,17
"1150",5039111585,36.9566774,-1.2571618,80
"1151",5039111586,36.9565862,-1.2569258,14
"1152",5039111587,36.9564521,-1.2568883,83
"1153",5039111588,36.9548964,-1.2573227,94
"1154",5039111589,36.9547248,-1.2574353,36
"1155",5886555685,37.0653357,-1.2754464,85
"1156",6224915376,36.8863994,-1.2241858,82
"1157",6224915377,36.8869888,-1.2237446,68
"1158",6224915378,36.8870763,-1.2235761,91
"1159",6224915379,36.8866625,-1.2228831,33
"1160",6224915380,36.8864215,-1.2229769,12
"1161",6224915381,36.8858968,-1.2231347,94
"1162",6224915382,36.8857944,-1.2232562,25
"1163",6224915383,36.8857198,-1.2234695,81
"1164",6224915384,36.886239,-1.2243217,69
"1165",6247215858,36.8850984,-1.2288226,56
"1166",6249063035,36.8956218,-1.2233442,88
"1167",6249168416,36.9178311,-1.2220712,88
"1168",6249168490,36.9194666,-1.2211428,66
"1169",6249168509,36.9197883,-1.2279241,16
"1170",6826671306,36.917588,-1.224206,99
"1171",6827344681,36.882528,-1.2332369,93
"1172",7148016582,36.8963606,-1.2247579,66
"1173",7148016583,36.8937114,-1.2272326,47
"1174",7148016584,36.895292,-1.2251384,76
"1175",7148016585,36.8975208,-1.2255642,51
"1176",7153968534,36.9212189,-1.2225111,53
"1177",7153968535,36.9218626,-1.222074,5
"1178",7153968536,36.9222435,-1.2228704,35
"1179",7153968537,36.9215944,-1.2231305,97
"1180",7440986345,36.8994841,-1.2203032,83
"1181",7440986346,36.9016943,-1.2204105,48
"1182",7440986347,36.9016513,-1.2222339,19
"1183",7440986348,36.8994305,-1.2221213,52
"1184",7731361587,36.903507,-1.2135307,31
"1185",7731361588,36.9038825,-1.2136111,67
"1186",7731361589,36.9038074,-1.2139436,11
"1187",7731361590,36.9034292,-1.2138417,24
"1188",7731361591,36.9034453,-1.2136942,80
"1189",7731361592,36.9036465,-1.2137291,89
"1190",8560325539,36.9370361,-1.2523634,28
"1191",9569226997,36.8870326,-1.2236604,35
"1192",10011081045,36.8977707,-1.21265,9
"1193",10941459897,36.8803822,-1.2293971,44
"1194",478551902,36.7988296,-1.3104681,60
"1195",612004748,36.7906697,-1.3129742,100
"1196",612004749,36.7907064,-1.312959,44
"1197",612004860,36.7903246,-1.3122486,35
"1198",612004864,36.7904904,-1.3126468,41
"1199",612004865,36.790266,-1.312285,100
"1200",612004907,36.7907842,-1.3128014,8
"1201",612004909,36.7905775,-1.3127854,82
"1202",612004911,36.7906101,-1.3128358,81
"1203",612004912,36.790636,-1.3128741,52
"1204",612004916,36.7904979,-1.3126762,52
"1205",612004919,36.7908307,-1.312688,28
"1206",612004933,36.7909144,-1.3122124,42
"1207",612004935,36.7909022,-1.3124195,84
"1208",612004954,36.790812,-1.3120157,25
"1209",612004955,36.7907627,-1.3120578,37
"1210",612004956,36.7909239,-1.312148,82
"1211",612004957,36.7905436,-1.3122012,18
"1212",612004958,36.790504,-1.3121374,82
"1213",612006972,36.7930621,-1.3117783,72
"1214",612007086,36.793287,-1.313207,32
"1215",612007152,36.7805594,-1.3132322,64
"1216",612007263,36.7882173,-1.311055,52
"1217",612007264,36.7942567,-1.3146991,65
"1218",612007279,36.7906588,-1.3120459,53
"1219",612007412,36.7950352,-1.3146274,29
"1220",612007413,36.794168,-1.3138256,95
"1221",612007447,36.7895003,-1.3084031,45
